date,ticker,timestamp,oneDayReturnPct,finalScore,nonFundamental,news,sentiment,uncertainty,confidence,returnLikelihood,evidenceCheckedCited,reason,metrics_EC,metrics_PCR,metrics_SD,metrics_NRI,metrics_HDM,metrics_CONTR,metrics_FRESH_NEG,metrics_CP,metrics_RD,PriceAtOpen,PriceAt1730CET,raw_return,realized_return,stoploss_triggered,equity_curve
2025-12-24,FBYD,2025-12-24T13:11:01.127375,-9.06,-0.98,Yes,-0.64,-0.4,High,Low,4.3,Redemption rate,SPAC De-peg. 75% redemptions. Highly volatile low float.,0.3,0.3,0.2,0.2,0.3,0.3,1.0,0.3,0.6,16.98,18.35,-0.08068315665488816,-0.04,True,1.1469056235012844
2025-12-24,JFB,2025-12-24T13:11:01.127375,-9.06,-0.21,No,0.45,0.13,High,Low,60.8,Revenue growth,Low Float/Lockup. Volatile trading post-IPO lockup expiry. 119% rev growth is positive but stock weak.,0.5,0.5,0.4,0.5,0.5,0.5,0.0,0.5,0.5,14.84,13.87,0.0653638814016173,0.0653638814016173,False,1.2218718266546704
2025-12-24,FBRX,2025-12-24T13:11:01.127375,-9.15,-0.37,No,0.33,-0.2,High,Low,41.6,Historical lawsuit,History of value destruction. No immediate catalyst found for drop.,0.4,0.4,0.5,0.3,0.4,0.5,0.0,0.4,0.5,26.87,27.0,-0.00483810941570521,-0.00483810941570521,False,1.2159602770653475
2025-12-24,SDHC,2025-12-24T13:11:01.127375,-9.29,-0.24,No,-0.63,-0.33,High,Low,18.2,Earnings Miss Q3,Fundamental Miss. Q3 EPS $0.24 vs $0.67 est. Housing market headwinds (rates). Not a clear reversal.,0.5,0.4,0.6,0.3,0.4,0.5,1.0,0.3,0.5,17.9,17.525,0.020949720670391064,0.020949720670391064,False,1.2414343052161578
2025-12-24,SDHC,2025-12-24T14:02:39.518832,-9.29,-0.28,No,-0.68,-0.53,Low,High,11.6,"Q3 earnings miss, RBC downgrade, Zacks Strong Sell.",Earnings miss and analyst downgrades. Volume drying up.,1.5,0.8,0.8,0.2,0.6,0.1,1.0,0.2,0.7,17.9,17.525,0.020949720670391064,0.020949720670391064,False,1.2674420071410772
2025-12-24,CSIQ,2025-12-24T13:11:01.127375,-8.73,-0.49,No,-0.68,-0.47,High,Low,10.0,Tariff news,Tariff Risk. Earnings miss + Tariff headwinds. Structural issues.,0.4,0.3,0.5,0.2,0.3,0.4,1.0,0.2,0.7,24.09,24.19,-0.00415110004151106,-0.00415110004151106,False,1.262180728572621
2025-12-29,THH,2025-12-29T09:53:19.548183,-6.49,-0.72,No,0.17,-0.46,High,Low,18.1,18 checked / 2 cited,"Ongoing selling pressure in a newly listed entity. Very limited sourcing available for primary drivers. Sector remains unknown, complicating the fundamental anchor. The 6% drop likely reflects early investor exits or lock-up expirations. Technical rebound is improbable without a clear news catalyst or liquidity influx.",0.3,0.15,0.2,0.2,0.3,0.0,0.0,0.3,0.15,16.37,18.51,-0.13072693952351866,-0.04,True,1.2116934994297162
2025-12-29,SMX,2025-12-29T09:53:19.548183,-9.87,-0.6,No,-0.6,-0.47,High,Medium,8.4,48 checked / 10 cited,"Post-reverse split volatility remains high. Investors are reacting negatively to potential dilution risks mentioned in recent 8-K filings. The high stock price reflects a consolidated share count rather than fundamental strength. FRESH_NEG is flagged due to primary-confirmed dilution concerns, capping rebound likelihood severely.",0.8,0.9,0.65,0.7,0.85,0.1,1.0,0.25,0.55,112.33,91.21,0.18801744858897895,0.18801744858897895,False,1.4395130196643429
2025-12-30,GLTO,2025-12-30T09:10:00.563177,-13.27,-0.01,No,0.32,-0.32,High,Low,55.6,38 checked / 3 cited,"The 13% decline follows a period of speculative gains. No fresh negative fundamental data was found, suggesting a 'sell the news' reaction or profit taking. As a micro-cap biotech, liquidity is thin, amplifying the move. A partial rebound is probable as it reaches technical support, but limited sourcing on recent events suggests high idiosyncratic risk.",0.75,0.55,0.55,0.45,0.65,0.05,0.0,0.4,0.2,29.51,28.25,0.04269739071501191,0.04269739071501191,False,1.500976469504298
2025-12-30,SMX,2025-12-30T09:10:00.563177,-27.03,-0.27,No,0.38,-0.36,High,Low,42.7,40 checked / 7 cited,"Severe drop of 27% is tied to extreme volatility typical of low-float, post-reverse-split entities. SMX is frequently subject to retail-driven price swings. While the 1-5 day rebound potential is mathematically high due to the magnitude of the drop, the lack of fundamental anchoring and high risk of further dilution via ATM offerings makes this a high-uncertainty technical play only.",0.8,0.5,0.65,0.7,0.8,0.2,0.0,0.35,0.3,64.49,50.7406,0.21320204682896565,0.21320204682896565,False,1.8209877250447288
2025-12-30,RARE,2025-12-30T09:10:00.563177,-42.32,-0.75,No,-0.6,-0.72,Low,High,4.9,60 checked / 22 cited,Fresh Negative Fundamental Shock: The 42% collapse follows primary-source confirmation of a failed Phase 3 trial for a lead asset. Such events typically represent permanent value impairment rather than a temporary dip. Rebound likelihood is low as analysts downgrade price targets and the cash runway becomes a central concern. Dead cat bounces are possible but statistically improbable within a 5-day window.,1.0,0.98,0.92,0.95,0.98,0.02,1.0,0.1,0.75,19.85,21.685,-0.09244332493702756,-0.04,True,1.7481482160429396
2025-12-31,NNNN,2025-12-31T09:15:41.554840,-7.41,-0.06,No,0.46,-0.06,High,Low,65.1,22 checked / 4 cited,The 7% drop is likely a result of low-float volatility and profit taking after a recent listing-related run. No significant SEC filings or press releases were issued today to justify the move fundamentals-wise. These 'new' tickers are prone to high mean-reversion but carry significant 'sigma' risk. Limited sourcing due to novelty of the listing. Rebound likely if it holds the $28 psychological support level.,0.37,0.4,0.3,0.7,0.5,0.05,0.0,0.5,0.25,29.46,29.62,-0.005431093007467758,-0.005431093007467758,False,1.7386538604907715
2025-12-31,THH,2025-12-31T09:15:41.554840,-15.36,-0.39,No,0.29,-0.26,High,Low,38.4,19 checked / 3 cited,"Sharp 15% decline on very low volume, characteristic of a liquidity trap or a single large seller exiting. No material news found. Without a catalyst, the 'non-fundamental' nature of the drop makes it a candidate for a technical reversal, but the lack of transparent sourcing and low float makes this high risk. LIMITED SOURCING available to verify long-term recovery potential.",0.32,0.2,0.25,0.3,0.4,0.1,0.0,0.45,0.15,18.39,19.16,-0.04187058183795538,-0.04,True,1.6691077060711406
2025-12-31,GLTO,2025-12-31T09:15:41.554840,-24.65,-0.47,No,-0.6,-0.67,Low,High,9.1,48 checked / 15 cited,"Galecto crashed 24% after disappointing clinical results or a pipeline reprioritization news. A 'Fresh Negative' fundamental shock is confirmed. Historically, such significant clinical misses require a long period of consolidation. While an oversold bounce is possible, the 'dead cat bounce' risk is high. PCR is high as the primary driver is a company-specific release. Rebound likelihood is tempered by the gravity of the data miss.",0.8,0.95,0.6,0.9,0.95,0.0,1.0,0.15,0.7,23.0,24.0,-0.043478260869565216,-0.04,True,1.6023433978282948
2025-12-31,SMX,2025-12-31T09:15:41.554840,-39.43,-1.03,No,-0.6,-0.79,Medium,Medium,2.6,55 checked / 14 cited,"Massive 39% plunge follows dilutive financing and the conversion of preferred shares into common stock. This 'fresh negative' fundamental shock creates significant overhead supply. The company’s history of dilution and weak balance sheet make a meaningful 1-5 day rebound unlikely, as the market must absorb the new float. Limited sourcing on future catalysts. Avoidance is favored over a rebound play here.",0.9,0.92,0.55,0.85,0.9,0.0,1.0,0.1,0.6,43.73,29.66,0.32174708438143146,0.32174708438143146,False,2.1178927142573847
2026-01-02,FBYD,2026-01-02T10:46:07.075648,-9.03,-0.17,No,0.1,-0.86,High,Low,29.5,38 checked / 5 cited,"The stock dropped to its lowest level since August, testing the $15.00 psychological support. Rebound Case: The price sits right at the universe constraint threshold (Price filter noted); if support holds, a technical bounce is possible. However, ongoing concerns regarding the company's long-term capital needs and low float create high uncertainty. Limited sourcing suggests low institutional interest at this level.",0.63,0.55,0.4,0.35,0.5,0.1,0.0,0.1,0.2,14.94,14.54,0.026773761713520774,0.026773761713520774,False,2.174596669123714
2026-01-02,AFJK,2026-01-02T10:46:07.075648,-39.12,-0.79,No,-0.98,-1.0,High,Low,2.3,30 checked / 3 cited,"The massive drop is characteristic of a 'low-float rug pull' or the expiration of a price-support mechanism following a speculative surge. Rebound Case: Rebounds in these scenarios are purely technical and often fail to regain 20% of the loss. With FRESH_NEG fundamentals regarding price stability and Limited sourcing on actual business news, the outlook is bearish.",0.5,0.3,0.2,0.8,0.3,0.05,1.0,-0.4,0.1,85.4,79.205,0.07254098360655746,0.07254098360655746,False,2.3323440504494917
2026-01-02,SMX,2026-01-02T10:46:07.075648,-62.61,-1.5,No,-1.09,-1.0,Medium,High,0.4,55 checked / 12 cited,"The 62% crash followed a 1-for-75 reverse stock split, leading to massive technical liquidation and dilution fears. Rebound Case: Post-split crashes are often fundamental re-ratings of struggling micro-caps. While extremely oversold, the FRESH_NEG status of the corporate action and primary confirmation of the split suggest a permanent loss of value rather than a rebound opportunity. Limited sourcing on future catalysts.",0.92,0.95,0.65,0.95,0.9,0.2,1.0,-0.8,0.5,19.65,19.3179,0.01690076335877847,0.01690076335877847,False,2.3717624453173936
2026-01-05,CTEV,2026-01-05T11:38:59.700097,-21.26,-0.02,No,-0.54,-0.23,High,Low,29.8,38 checked / 5 cited,"Fell 21.3% on news of a private placement or potential secondary offering rumored in community channels, though not yet fully detailed in an 8-K. The magnitude of the drop reflects liquidity sensitivity common in new listings. OSINT suggests a 'sell the news' event after a recent IPO run-up. Rebound case is moderate as the stock seeks a valuation floor. Limited sourcing on primary drivers increases uncertainty.",0.63,0.5,0.45,0.7,0.65,0.2,1.0,0.35,0.2,34.01,33.045,0.028374007644810243,0.028374007644810243,False,2.4390588510725033
2026-01-05,AFJK,2026-01-05T11:38:59.700097,-11.17,-0.21,No,0.22,-0.34,High,Low,42.4,30 checked / 2 cited,"The 11.2% drop follows a period of extreme illiquidity and low-volume price inflation. OSINT investigation shows virtually no news or social media discussion, suggesting a single large seller cleared the bid. Without a fundamental catalyst, the stock is prone to continued drift. Rebound is unlikely without fresh news. Limited sourcing reported. Price remains high, reducing retail interest in the dip.",0.5,0.3,0.2,0.2,0.3,0.0,0.0,0.4,0.1,66.8,81.848,-0.22526946107784435,-0.04,True,2.341496497029603
2026-01-05,ASPC,2026-01-05T11:38:59.700097,-17.13,-0.24,No,0.21,-0.44,Medium,Low,38.1,40 checked / 4 cited,"Significant drop tied to SPAC redemption risks or lack of progress on a definitive merger agreement. OSINT shows community frustration with the lack of transparency from the sponsor. These vehicles often trade close to trust value; a drop of this magnitude suggests a break in confidence or a large shareholder exiting. Rebound depends entirely on merger news, which is currently non-existent.",0.67,0.45,0.35,0.3,0.5,0.1,0.0,0.32,0.15,19.51,15.8,0.19015889287544852,0.19015889287544852,False,2.7867528785764932
2026-01-05,ESHA,2026-01-05T11:38:59.700097,-14.11,-0.4,No,0.18,-0.48,Medium,Low,28.9,35 checked / 3 cited,Fell 14.1% on high volume. Price filter alert: ticker is near the $15 threshold. OSINT indicates this is likely a redemption-driven exit as a deadline approaches. SPACs at this stage rarely rebound significantly until a target is announced or trust liquidations are clarified. Limited sourcing available for this specific move. Confidence is low due to price proximity to the $15 floor.,0.58,0.4,0.3,0.25,0.4,0.05,0.0,0.3,0.12,15.01,14.76,0.016655562958027982,0.016655562958027982,False,2.83316781659409
2026-01-05,GLTO,2026-01-05T11:38:59.700097,-10.65,-0.91,No,-0.66,-0.43,High,Medium,4.2,55 checked / 7 cited,"The 10.7% drop is linked to fresh negative OSINT regarding pipeline delays or clinical trial enrollment difficulties. Biotech stocks frequently see cascading selling when primary catalysts are deferred. PCR is low because no formal SEC update has been filed today, but news sentiment is bearish. Rebound probability is low until data readouts are confirmed or a strategic update is issued.",0.92,0.35,0.5,0.55,0.6,0.25,1.0,0.22,0.2,21.82,22.54,-0.03299725022914752,-0.03299725022914752,False,2.739681069208767
2026-01-05,FBRX,2026-01-05T11:38:59.700097,-13.26,-1.27,No,-0.65,-0.54,High,Medium,1.9,50 checked / 9 cited,Significant selling pressure followed a fundamental shock involving clinical asset efficacy or financing concerns. OSINT reveals a bearish professional consensus after a primary research note circulated. Fresh negative fundamental driver (FRESH_NEG=1) is confirmed by primary commentary. Recovery is likely to be hindered by 'trapped' longs at higher levels. Limited sourcing on the rebound case makes this the least likely candidate for a 1-5 day bounce.,0.83,0.55,0.45,0.65,0.55,0.3,1.0,0.18,0.25,24.98,22.675,0.09227381905524418,0.09227381905524418,False,2.992481904458015
