date,ticker,timestamp,oneDayReturnPct,finalScore,modelReturnPrediction,nonFundamental,news,sentiment,uncertainty,confidence,returnLikelihood,evidenceCheckedCited,reason,metrics_EC,metrics_PCR,metrics_SD,metrics_NRI,metrics_HDM,metrics_CONTR,metrics_FRESH_NEG,metrics_CP,metrics_RD,PriceAtOpen,PriceAt1730CET,lm_fit_long,lm_fit_short,avg_volume_30d
2025-12-31,LYEL,2025-12-31T09:15:41.554840,-12.37,0.18,0.0,No,0.3,-0.19,Medium,Medium,68.1,33 checked / 7 cited,"Correction follows a period of clinical trial data digestion. Market may be discounting the speed of the cell therapy pipeline. The 12% move is idiosyncratic and lacks a definitive primary-source 'fail' event today. Usually, such moves in well-funded biotech see a 3-5% corrective bounce within 48 hours as technical indicators reset. Limited sourcing on new negative events suggests institutional rebalancing.",0.55,0.6,0.5,0.4,0.65,0.1,0,0.35,0.35,,,0.015000411028168983,-0.1296630277555435,3003711.823333333
2025-12-31,NNNN,2025-12-31T09:15:41.554840,-7.41,-0.06,0.0,No,0.46,-0.06,High,Low,65.1,22 checked / 4 cited,The 7% drop is likely a result of low-float volatility and profit taking after a recent listing-related run. No significant SEC filings or press releases were issued today to justify the move fundamentals-wise. These 'new' tickers are prone to high mean-reversion but carry significant 'sigma' risk. Limited sourcing due to novelty of the listing. Rebound likely if it holds the $28 psychological support level.,0.37,0.4,0.3,0.7,0.5,0.05,0,0.5,0.25,,,-0.04547118422592101,0.02418833123492274,1020709.4156666668
2025-12-31,WSHP,2025-12-31T09:15:41.554840,-10.81,-0.32,0.0,No,0.33,-0.09,Medium,Low,46.5,25 checked / 5 cited,"WSHP is experiencing a momentum reversal after an unsustainable vertical climb. At $95, the 10% drop is a breakdown of the parabolic trend. Such high-priced, low-float stocks often experience 'cascading' sell-offs before finding buyers. The fundamental anchor is extremely weak relative to the market cap. Rebound probability is low as the 'hype' cycle cools. Limited sourcing regarding institutional support.",0.42,0.3,0.35,0.5,0.5,0.05,0,0.4,0.2,,,-0.05833394436480165,-0.018738395979933858,3820376.0096666655
2025-12-31,THH,2025-12-31T09:15:41.554840,-15.36,-0.39,0.0,No,0.29,-0.26,High,Low,38.4,19 checked / 3 cited,"Sharp 15% decline on very low volume, characteristic of a liquidity trap or a single large seller exiting. No material news found. Without a catalyst, the 'non-fundamental' nature of the drop makes it a candidate for a technical reversal, but the lack of transparent sourcing and low float makes this high risk. LIMITED SOURCING available to verify long-term recovery potential.",0.32,0.2,0.25,0.3,0.4,0.1,0,0.45,0.15,,,-0.015811543765162306,0.029781282687332634,2016117.5750766664
2025-12-31,GLTO,2025-12-31T09:15:41.554840,-24.65,-0.47,0.0,No,-0.6,-0.67,Low,High,9.1,48 checked / 15 cited,"Galecto crashed 24% after disappointing clinical results or a pipeline reprioritization news. A 'Fresh Negative' fundamental shock is confirmed. Historically, such significant clinical misses require a long period of consolidation. While an oversold bounce is possible, the 'dead cat bounce' risk is high. PCR is high as the primary driver is a company-specific release. Rebound likelihood is tempered by the gravity of the data miss.",0.8,0.95,0.6,0.9,0.95,0.0,1,0.15,0.7,,,-0.025831721624734516,-0.02207744802221859,3192968.115666667
2025-12-31,SMX,2025-12-31T09:15:41.554840,-39.43,-1.03,0.0,No,-0.6,-0.79,Medium,Medium,2.6,55 checked / 14 cited,"Massive 39% plunge follows dilutive financing and the conversion of preferred shares into common stock. This 'fresh negative' fundamental shock creates significant overhead supply. The company’s history of dilution and weak balance sheet make a meaningful 1-5 day rebound unlikely, as the market must absorb the new float. Limited sourcing on future catalysts. Avoidance is favored over a rebound play here.",0.9,0.92,0.55,0.85,0.9,0.0,1,0.1,0.6,,,-0.03606254179468674,0.07656665605142052,192175937.61766663
2026-01-02,QXO,2026-01-02T10:46:07.075648,-8.06,0.85,0.0,No,0.43,-0.19,Low,High,90.7,52 checked / 14 cited,"The drop stems from cooling momentum and a technical pullback after a significant multi-month rally led by management change sentiment. Rebound Case: The leadership of Brad Jacobs provides a strong fundamental anchor and institutional confidence. The current price represents a mean-reversion opportunity as the stock approaches support levels, with liquidity remains high for a quick recovery.",0.87,0.85,0.7,0.6,0.8,0.05,0,0.45,0.4,,,-0.12900406228975222,0.1495143318600854,132856226.78700002
2026-01-02,TAYD,2026-01-02T10:46:07.075648,-7.18,0.65,0.0,No,0.4,-0.51,Medium,Medium,82.3,48 checked / 9 cited,"The decline followed an earnings update that showed moderate margin pressure despite robust revenue. Rebound Case: The company maintains a strong balance sheet and niche market dominance in structural damping. Historically, TAYD exhibits quick recovery post-earnings dips as value investors step in. Limited sourcing on community sentiment suggests the move was driven primarily by institutional repositioning.",0.8,0.9,0.6,0.75,0.85,0.1,0,0.35,0.3,,,0.002573939182185115,-0.13998784611899218,510653.27333333343
2026-01-02,NUTX,2026-01-02T10:46:07.075648,-9.19,0.35,0.0,No,0.22,-0.49,High,Low,66.4,45 checked / 7 cited,"The slide is part of a broader correction in high-volatility healthcare services. Rebound Case: NUTX often experiences sharp reversals after 8-10% intraday drops due to high retail participation and technical support levels. However, lack of fresh positive catalysts suggests any rebound may be short-lived. Limited sourcing on fundamental shifts implies the move is primarily liquidity-driven.",0.75,0.6,0.45,0.4,0.5,0.0,0,0.25,0.25,,,-0.0354004802029174,0.006087659612222341,31729534.33333333
2026-01-02,NGNE,2026-01-02T10:46:07.075648,-7.29,0.17,0.0,No,0.27,-0.57,Low,Medium,57.7,44 checked / 8 cited,"The decline reflects a routine pullback following recent gains in gene therapy stocks. Rebound Case: Neurogene's pipeline updates remain the primary catalyst. Without fresh negative clinical data, the stock should find support near the $20 mark. However, the lack of immediate catalysts (Limited sourcing) limits the probability of a significant 5-day surge.",0.73,0.7,0.55,0.45,0.6,0.0,0,0.3,0.25,,,-0.029851371819672352,-0.08217517036327672,3839202.812
2026-01-02,CORT,2026-01-02T10:46:07.075648,-10.52,0.13,0.0,No,-0.6,-0.81,Medium,High,22.8,60 checked / 18 cited,"The drop was triggered by a legal setback in the Korlym patent litigation against Teva Pharmaceuticals. Rebound Case: While the legal news is a negative fundamental shock (FRESH_NEG), Corcept's existing revenue stream remains stable in the near term. The 10% drop likely overprices the immediate impact of generic entry, offering a short-term bounce as the market digests the full legal timeline.",1.0,0.95,0.85,0.9,0.95,0.15,1,0.2,0.6,,,-0.05141376363530573,0.08979709648509912,105169623.86983338
2026-01-02,APLM,2026-01-02T10:46:07.075648,-11.02,0.09,0.0,No,0.15,-0.67,Medium,Medium,47.8,41 checked / 6 cited,"General biotech sector weakness combined with low-volume selling pressure. Rebound Case: APLM is susceptible to wide swings on minimal news. The 11% drop lacks a confirmed fundamental driver in SEC filings (Limited sourcing), suggesting it may be an idiosyncratic liquidity event. A partial recovery is likely if broader biotech sentiment improves over the next 5 days.",0.68,0.5,0.4,0.3,0.45,0.05,0,0.2,0.2,,,-0.021261234846632192,-0.14273811808739528,522154.5551666666
2026-01-02,ASPC,2026-01-02T10:46:07.075648,-22.33,0.07,0.0,No,0.17,-0.8,High,Low,45.2,32 checked / 4 cited,"The sharp drop is indicative of SPAC redemption volatility or a failed deal rumor. Rebound Case: SPACs trading well above NAV often see violent corrections. A rebound depends on the clarification of merger terms. Current lack of primary source filings for the drop (Limited sourcing) suggests a panic exit by a large holder, which could stabilize quickly.",0.53,0.4,0.3,0.5,0.4,0.0,0,0.15,0.15,,,-0.010006238626941048,-0.025730204951939686,14894736.713864
2026-01-02,FBYD,2026-01-02T10:46:07.075648,-9.03,-0.17,0.0,No,0.1,-0.86,High,Low,29.5,38 checked / 5 cited,"The stock dropped to its lowest level since August, testing the $15.00 psychological support. Rebound Case: The price sits right at the universe constraint threshold (Price filter noted); if support holds, a technical bounce is possible. However, ongoing concerns regarding the company's long-term capital needs and low float create high uncertainty. Limited sourcing suggests low institutional interest at this level.",0.63,0.55,0.4,0.35,0.5,0.1,0,0.1,0.2,,,-0.022893124781237936,0.00017123704324983197,3402591.245
2026-01-02,AFJK,2026-01-02T10:46:07.075648,-39.12,-0.79,0.0,No,-0.98,-1.0,High,Low,2.3,30 checked / 3 cited,"The massive drop is characteristic of a 'low-float rug pull' or the expiration of a price-support mechanism following a speculative surge. Rebound Case: Rebounds in these scenarios are purely technical and often fail to regain 20% of the loss. With FRESH_NEG fundamentals regarding price stability and Limited sourcing on actual business news, the outlook is bearish.",0.5,0.3,0.2,0.8,0.3,0.05,1,-0.4,0.1,,,0.04978868331083856,-0.05461261942671303,29343767.81810666
2026-01-02,SMX,2026-01-02T10:46:07.075648,-62.61,-1.5,0.0,No,-1.09,-1.0,Medium,High,0.4,55 checked / 12 cited,"The 62% crash followed a 1-for-75 reverse stock split, leading to massive technical liquidation and dilution fears. Rebound Case: Post-split crashes are often fundamental re-ratings of struggling micro-caps. While extremely oversold, the FRESH_NEG status of the corporate action and primary confirmation of the split suggest a permanent loss of value rather than a rebound opportunity. Limited sourcing on future catalysts.",0.92,0.95,0.65,0.95,0.9,0.2,1,-0.8,0.5,,,-0.024410636691433875,0.13921204987897917,197554124.01933336
2026-01-05,KVYO,2026-01-05T11:38:59.700097,-9.84,1.0,0.0,No,0.56,0.25,Low,High,95.8,58 checked / 12 cited,"The 9.8% decline follows conservative forward guidance despite an earnings and revenue beat in the recent quarter. OSINT indicates institutional accumulation during the dip and a consensus analyst view that the platform's expansion into SMS and international markets remains intact. This is a classic fundamental overreaction. A 1-5 day rebound is likely as technical support holds near the $28.50 level. Limited sourcing observed in community channels, but high professional coverage.",0.97,0.85,0.72,0.65,0.88,0.05,0,0.62,0.45,,,-0.09452553837918735,0.08674392147733921,68661103.90413792
2026-01-05,RHLD,2026-01-05T11:38:59.700097,-9.97,0.78,0.0,No,0.41,-0.02,Medium,Medium,90.8,42 checked / 8 cited,"Shares fell on a high-volume block trade likely associated with institutional rebalancing. No fundamental regulatory filings (8-K/10-Q) suggest an operational decline. OSINT shows stable sentiment and no adverse litigation. Given the high price point and low retail float, this technical drop often precedes a mean-reversion move as liquidity providers fill the gap. Rebound probability is high due to lack of fresh negative fundamental shocks.",0.7,0.7,0.6,0.4,0.75,0.0,0,0.55,0.3,,,0.018737245375939227,-0.12835967684130795,16699779.88172414
2026-01-05,RDVT,2026-01-05T11:38:59.700097,-9.8,0.71,0.0,No,0.42,0.01,Medium,Medium,89.6,51 checked / 10 cited,The sell-off was triggered by profit-taking following a multi-week rally rather than specific negative news. Primary filings remain positive regarding IDI and FOREWARN product growth. OSINT tracking indicates the ticker entered an overbought RSI state prior to today. Rebound case is supported by strong fundamental anchors and a lack of competitive entry news. The dip provides a technical entry for momentum players.,0.85,0.65,0.55,0.5,0.8,0.1,0,0.5,0.35,,,0.019604827861064367,-0.1102875102203942,5891036.07586207
2026-01-05,NUTX,2026-01-05T11:38:59.700097,-10.73,0.52,0.0,No,0.35,-0.07,High,Low,83.5,45 checked / 6 cited,Drop is likely linked to broader pressure in micro-cap healthcare providers and technical exhaustion following recent volatility. No SEC filings indicate new financing or dilution today. OSINT signals high retail discussion but low professional analyst coverage. Rebound case relies on high volatility and mean reversion towards the 20-day moving average. High price-per-share suggests less retail 'noise' but wider spreads.,0.75,0.4,0.4,0.45,0.7,0.15,0,0.45,0.25,,,0.011958072598011588,0.06356979383324295,29990121.997241378
