date,ticker,timestamp,oneDayReturnPct,finalScore,modelReturnPrediction,nonFundamental,news,sentiment,uncertainty,confidence,returnLikelihood,evidenceCheckedCited,reason,metrics_EC,metrics_PCR,metrics_SD,metrics_NRI,metrics_HDM,metrics_CONTR,metrics_FRESH_NEG,metrics_CP,metrics_RD,PriceAtOpen,PriceAt1730CET,lm_fit_long,lm_fit_short,avg_volume_30d,Target_Short,Target_Long,T1_Date_IBKR
2025-12-29,ASTS,2025-12-29T09:53:19.548183,-13.23,1.35,0.0,No,0.67,0.55,Low,High,98.7,58 checked / 14 cited,"The 13% drop follows a peak-cycle satellite deployment milestone, suggesting classic institutional 'sell the news' profit-taking. Despite the volatility, fundamental progress on its direct-to-cell network remains intact. Strong historical support levels and high retail sentiment suggest a technical rebound within 1-5 days as momentum traders re-enter.",0.97,0.85,0.82,0.75,0.9,0.05,0,0.68,0.7,,,-0.4635821862762838,1.1089134738811974,934618816.0283332,-0.04,0.03206191265892769,20251230
2025-12-29,QBTS,2025-12-29T09:53:19.548183,-7.18,0.72,0.0,No,0.5,0.19,Medium,Medium,92.0,45 checked / 9 cited,The decline is attributed to a broader sector rotation away from speculative quantum computing stocks. No company-specific negative filings were observed. Recent commercial milestones in quantum annealing provide a valuation floor. A technical oversold bounce is anticipated as the stock approaches its 50-day moving average.,0.75,0.72,0.68,0.55,0.8,0.1,0,0.55,0.5,,,-0.3547836616521808,0.8734611830662022,826615985.487,0.011113203993219125,-0.011113203993219125,20251230
2025-12-29,OMER,2025-12-29T09:53:19.548183,-6.57,0.48,0.0,No,0.47,0.01,High,Medium,84.9,51 checked / 11 cited,"Decline driven by binary risk sentiment ahead of upcoming clinical data updates. Regulatory environment for biotech is currently strained, causing pre-data jitters. While the fundamental pipeline is strong, the high uncertainty regarding trial outcomes makes a 1-5 day rebound purely dependent on technical oversold conditions and small-cap flows.",0.85,0.78,0.72,0.6,0.85,0.15,0,0.45,0.6,,,0.0397027007893313,0.0201908745564408,34719669.63783333,-0.04,0.023536511768255917,20251230
2025-12-29,PDEX,2025-12-29T09:53:19.548183,-6.7,0.31,0.0,No,0.34,-0.01,Medium,Low,77.7,32 checked / 5 cited,The stock suffered from low-volume slippage following a lack of news catalysts. PDEX typically exhibits high price sensitivity to small trades. Limited sourcing suggests no fundamental impairment. Rebound likelihood is moderate as the stock has a history of rapid recovery following illiquidity-driven dips.,0.53,0.4,0.45,0.3,0.6,0.0,0,0.5,0.25,,,-0.0246991286938481,-0.0526592562250741,1233321.6085,0.01806615776081409,-0.01806615776081409,20251230
2025-12-29,HYMC,2025-12-29T09:53:19.548183,-5.63,0.26,0.0,No,0.4,-0.01,Medium,Medium,76.7,42 checked / 8 cited,The dip is a direct correlation to a temporary correction in spot gold prices. Mining equities are currently showing higher beta than the underlying commodity. A rebound is contingent on a recovery in precious metals markets. Limited sourcing for idiosyncratic news indicates this is purely a macro-technical move.,0.7,0.6,0.55,0.4,0.7,0.05,0,0.48,0.45,,,-0.0340348110477779,-0.0202691855359911,65735900.72866666,-0.04,-0.04,20251230
2025-12-29,BETA,2025-12-29T09:53:19.548183,-5.22,0.04,0.0,No,0.35,-0.17,Medium,Low,62.8,38 checked / 7 cited,The fall reflects generalized selling in the electric aviation sub-sector. Market skepticism regarding long-term infrastructure timelines is weighing on growth multiples. High PCR indicates consensus on sector headwinds. Rebound potential is limited in the short window as momentum remains negative.,0.63,0.82,0.6,0.45,0.75,0.05,0,0.4,0.35,,,-0.0564911156671584,-0.0378561144008113,24395864.08633333,0.05935613682092554,-0.04,20251230
2025-12-29,MFI,2025-12-29T09:53:19.548183,-8.11,-0.28,0.0,No,0.23,-0.25,High,Low,41.7,25 checked / 4 cited,"Significant selling pressure in a low-float, HK-based ticker following a recent volatility spike. Lack of primary filings suggests a momentum unwind. High risk of further mean reversion to the downside. Confidence is low due to limited sourcing and high retail crowd concentration which creates unpredictable exit flows.",0.42,0.25,0.3,0.25,0.4,0.2,0,0.35,0.2,,,-0.0155575197124689,0.0338864621221027,1888497.849,-0.04,0.029842342342342204,20251230
2025-12-29,SMX,2025-12-29T09:53:19.548183,-9.87,-0.6,0.0,No,-0.6,-0.47,High,Medium,8.4,48 checked / 10 cited,"Post-reverse split volatility remains high. Investors are reacting negatively to potential dilution risks mentioned in recent 8-K filings. The high stock price reflects a consolidated share count rather than fundamental strength. FRESH_NEG is flagged due to primary-confirmed dilution concerns, capping rebound likelihood severely.",0.8,0.9,0.65,0.7,0.85,0.1,1,0.25,0.55,,,-0.0253320631764645,0.1790898654996969,188707043.6176667,0.20220189176616518,-0.04,20251230
2025-12-29,THH,2025-12-29T09:53:19.548183,-6.49,-0.72,0.0,No,0.17,-0.46,High,Low,18.1,18 checked / 2 cited,"Ongoing selling pressure in a newly listed entity. Very limited sourcing available for primary drivers. Sector remains unknown, complicating the fundamental anchor. The 6% drop likely reflects early investor exits or lock-up expirations. Technical rebound is improbable without a clear news catalyst or liquidity influx.",0.3,0.15,0.2,0.2,0.3,0.0,0,0.3,0.15,,,-0.058070448941597,0.0488920551680856,1863415.6504099995,0.219200659250103,-0.04,20251230
2025-12-29,PHOE,2025-12-29T09:53:19.548183,-5.38,-0.97,0.0,No,0.13,-0.43,High,Low,11.4,15 checked / 1 cited,Stock is exhibiting 'drift' behavior on extremely low volume. No relevant news or filings detected in the last 10 trading days. Limited sourcing flags this as a high-risk illiquid ticker. Rebound case is non-existent as there is no clear driver for the initial fall other than market indifference.,0.25,0.1,0.1,0.1,0.2,0.0,0,0.3,0.1,,,-0.0844233263451088,0.044623324685737,64725.281416666665,0.0006249999999999867,-0.0006249999999999867,20251230
2025-12-30,USAU,2025-12-30T09:10:00.563177,-10.12,0.66,0.0,No,0.51,0.19,Low,High,91.0,52 checked / 8 cited,"The 10% drop stems from a sector-wide consolidation in gold mining and a primary shelf registration filing. However, the sell-off is disproportionate to the underlying asset value of the CK Gold Project. Technical support levels around $19.50 suggest a mean-reversion opportunity as gold spot prices stabilize. Rebound likelihood is high due to strong fundamental anchor and high residual drop relative to peers.",0.92,0.85,0.75,0.65,0.88,0.05,0,0.55,0.4,,,-0.0709222177310512,0.0327888190557953,5580077.047666668,0.004615384615384608,-0.004615384615384608,20251231
2025-12-30,BRBR,2025-12-30T09:10:00.563177,-9.38,0.61,0.0,No,0.48,0.0,Low,High,87.9,58 checked / 12 cited,"The 9.4% drop followed a cautious analyst note regarding protein raw material costs and potential margin compression. As a market leader in protein shakes (Premier Protein), BRBR typically sees strong dip-buying from institutional holders. The sell-off provides a valuation reset. Short-term rebound case is supported by strong consumer demand resilience and fundamental sector strength.",0.95,0.78,0.82,0.68,0.9,0.05,0,0.48,0.45,,,-0.1123707062025483,0.2044873416517197,124559829.305,-0.0030018761726079493,0.0030018761726079493,20251231
2025-12-30,AUGO,2025-12-30T09:10:00.563177,-8.14,0.6,0.0,No,0.5,0.04,Low,Medium,88.4,48 checked / 6 cited,Decline driven by quarterly production update showing temporary operational headwinds at the Aranzazu mine. The 8% dip is viewed as an overreaction given the company’s dividend yield and robust cash flow from other assets. Historical patterns show rapid 3-day recovery after production misses that don't alter annual guidance. Limited sourcing on community sentiment suggests professional-led flows.,0.88,0.9,0.7,0.72,0.92,0.0,0,0.52,0.35,,,-0.0113958776344478,-0.0366125824982152,25063558.578,-0.004683140693503377,0.004683140693503377,20251231
2025-12-30,AAUC,2025-12-30T09:10:00.563177,-7.87,0.5,0.0,No,0.44,0.06,Medium,Medium,85.7,45 checked / 5 cited,"Allied Gold fell alongside the gold cohort but showed higher-than-average volume, suggesting institutional positioning rather than fundamental decay. The drop below the 50-day moving average triggered technical selling. Rebound is expected within 5 days as the company confirms Kurala Gold Project timelines. Valuation remains attractive at current levels compared to mid-tier peers.",0.85,0.82,0.68,0.6,0.85,0.1,0,0.5,0.3,,,0.0011131866352628,-0.0864212367507838,15424283.683666669,0.0004368719965050923,-0.0004368719965050923,20251231
2025-12-30,BALY,2025-12-30T09:10:00.563177,-7.88,0.42,0.0,No,0.39,-0.19,Medium,Medium,78.9,55 checked / 9 cited,"Drop is attributed to regulatory delays in Chicago and cooling M&A speculation after a period of consolidation rumors. While fundamental uncertainty persists regarding the permanent casino site, the stock is approaching historical support at $16.00. A technical bounce is likely as the RSI enters oversold territory, though long-term fundamental momentum remains neutral.",0.9,0.75,0.78,0.55,0.82,0.15,0,0.42,0.38,,,0.0254239472105886,-0.0792719968177494,2219596.7893333333,-0.04,0.019123997532387336,20251231
2025-12-30,ZBIO,2025-12-30T09:10:00.563177,-8.1,0.2,0.0,No,0.37,-0.17,High,Low,70.3,42 checked / 4 cited,"Selling pressure is likely linked to the expiration of early-investor lockups or a quiet period ending without major catalysts. ZBIO has been volatile post-IPO, and this 8% dip is characteristic of its high-beta profile. Rebound potential exists if clinical trial updates for obexelimab are reiterated. However, lack of primary news drivers keeps uncertainty at a medium level.",0.82,0.65,0.6,0.5,0.75,0.1,0,0.45,0.25,,,-0.0057829073292909,0.0576918792708078,12994774.448166665,0.0016497113005222758,-0.04,20251231
2025-12-30,GLTO,2025-12-30T09:10:00.563177,-13.27,-0.01,0.0,No,0.32,-0.32,High,Low,55.6,38 checked / 3 cited,"The 13% decline follows a period of speculative gains. No fresh negative fundamental data was found, suggesting a 'sell the news' reaction or profit taking. As a micro-cap biotech, liquidity is thin, amplifying the move. A partial rebound is probable as it reaches technical support, but limited sourcing on recent events suggests high idiosyncratic risk.",0.75,0.55,0.55,0.45,0.65,0.05,0,0.4,0.2,,,-0.0042061400427883,0.0412531571461381,3489927.248666667,-0.04,0.0004347826086957201,20251231
2025-12-30,SMX,2025-12-30T09:10:00.563177,-27.03,-0.27,0.0,No,0.38,-0.36,High,Low,42.7,40 checked / 7 cited,"Severe drop of 27% is tied to extreme volatility typical of low-float, post-reverse-split entities. SMX is frequently subject to retail-driven price swings. While the 1-5 day rebound potential is mathematically high due to the magnitude of the drop, the lack of fundamental anchoring and high risk of further dilution via ATM offerings makes this a high-uncertainty technical play only.",0.8,0.5,0.65,0.7,0.8,0.2,0,0.35,0.3,,,-0.0395987320251805,0.310381937987837,190162756.38766667,0.6261147953350102,-0.04,20251231
2025-12-30,RARE,2025-12-30T09:10:00.563177,-42.32,-0.75,0.0,No,-0.6,-0.72,Low,High,4.9,60 checked / 22 cited,Fresh Negative Fundamental Shock: The 42% collapse follows primary-source confirmation of a failed Phase 3 trial for a lead asset. Such events typically represent permanent value impairment rather than a temporary dip. Rebound likelihood is low as analysts downgrade price targets and the cash runway becomes a central concern. Dead cat bounces are possible but statistically improbable within a 5-day window.,1.0,0.98,0.92,0.95,0.98,0.02,1,0.1,0.75,,,-0.0051482163122969,0.0849871982501952,68681304.79816668,-0.019955654101995533,0.019955654101995533,20251231
2025-12-30,VRM,2025-12-30T09:10:00.563177,-9.69,-1.06,0.0,No,-0.63,-0.65,Medium,Medium,2.7,52 checked / 11 cited,"The 9.7% drop reflects ongoing skepticism regarding the company's pivot to United Auto Credit (UACC) and the wind-down of its e-commerce business. High short interest and negative momentum continue to plague the stock. Without a fresh positive catalyst or a surprise in financing terms, the stock is likely to continue its drift lower. Rebound case is the weakest in the cohort.",0.92,0.88,0.85,0.62,0.88,0.1,1,0.15,0.45,,,0.034880709871853,-0.0555015081735019,72778.38275862068,-0.03219106957424701,0.03219106957424701,20251231
2025-12-31,CORT,2025-12-31T09:15:41.554840,-12.06,1.1,0.0,No,0.55,-0.05,Low,High,95.5,52 checked / 18 cited,"Shares fell on news of a court ruling regarding patent litigation for Korlym. Historically, CORT is highly resilient with strong cash flow and market share. The 12% drop appears to be a typical legal-uncertainty overreaction. Fundamentals remain intact, and institutional buyers frequently use these litigation-driven dips to accumulate, suggesting a high probability of a mean-reversion bounce within 1-5 days.",0.92,0.88,0.75,0.82,0.9,0.05,0,0.45,0.65,,,-0.0873734864392459,0.1044164696636811,97813990.12850004,-0.04,0.06465997770345597,20260102
2025-12-31,BLBD,2025-12-31T09:15:41.554840,-6.99,0.93,0.0,No,0.58,0.33,Low,High,95.7,45 checked / 12 cited,"The 7% decline is largely attributed to profit-taking following a strong year-to-date run and a recent secondary offering or insider sale signal. Demand for electric school buses remains a powerful tailwind. This is a technical 'breather' in an uptrend. Given the strong order backlog and structural industrial growth, a technical rebound to fill the gap is expected as RSI hits oversold levels.",0.85,0.82,0.6,0.7,0.85,0.1,0,0.6,0.55,,,-0.086014442396754,0.0234622191709404,22324877.319166664,0.019911968140851034,-0.019911968140851034,20260102
2025-12-31,FFIC,2025-12-31T09:15:41.554840,-8.94,0.35,0.0,No,0.36,-0.34,Low,Medium,73.3,41 checked / 14 cited,"Fell nearly 9% due to regional banking sector weakness and margin pressure concerns cited in recent analyst notes. FFIC maintains a solid deposit base but interest rate sensitivity is weighing on short-term sentiment. At $15.38, it is near a 52-week support zone. The rebound case is a value-based correction as the stock trades below book value. Note: Price is near the $15 constraint threshold.",0.78,0.75,0.65,0.6,0.8,0.05,0,0.3,0.5,,,0.0103952632678155,-0.0590136111352113,6372827.813666667,0.003947368421052548,-0.003947368421052548,20260102
2025-12-31,GLSI,2025-12-31T09:15:41.554840,-11.54,0.32,0.0,No,0.37,-0.16,Medium,Medium,76.1,38 checked / 9 cited,Drop likely caused by high-beta volatility ahead of upcoming Phase 3 FLAMINGO-01 trial updates. Clinical-stage biotech often sees 'shakeouts' of retail hands before pivotal news. The company remains well-capitalized for its current trials. Historical price action shows sharp recoveries after 10%+ newsless dips. Limited sourcing on specific fresh negative catalysts suggests this is flows-driven. Rebound case relies on speculative support levels.,0.63,0.55,0.45,0.5,0.7,0.15,0,0.4,0.4,,,0.012677183551836,-0.1070369871540947,8879118.744500002,0.0850563909774437,-0.04,20260102
2025-12-31,LYEL,2025-12-31T09:15:41.554840,-12.37,0.18,0.0,No,0.3,-0.19,Medium,Medium,68.1,33 checked / 7 cited,"Correction follows a period of clinical trial data digestion. Market may be discounting the speed of the cell therapy pipeline. The 12% move is idiosyncratic and lacks a definitive primary-source 'fail' event today. Usually, such moves in well-funded biotech see a 3-5% corrective bounce within 48 hours as technical indicators reset. Limited sourcing on new negative events suggests institutional rebalancing.",0.55,0.6,0.5,0.4,0.65,0.1,0,0.35,0.35,,,0.0150004110281689,-0.1296630277555435,3003711.823333333,0.07471264367816091,-0.04,20260102
2025-12-31,NNNN,2025-12-31T09:15:41.554840,-7.41,-0.06,0.0,No,0.46,-0.06,High,Low,65.1,22 checked / 4 cited,The 7% drop is likely a result of low-float volatility and profit taking after a recent listing-related run. No significant SEC filings or press releases were issued today to justify the move fundamentals-wise. These 'new' tickers are prone to high mean-reversion but carry significant 'sigma' risk. Limited sourcing due to novelty of the listing. Rebound likely if it holds the $28 psychological support level.,0.37,0.4,0.3,0.7,0.5,0.05,0,0.5,0.25,,,-0.045471184225921,0.0241883312349227,1020709.4156666668,-0.04,-0.04,20260102
2025-12-31,WSHP,2025-12-31T09:15:41.554840,-10.81,-0.32,0.0,No,0.33,-0.09,Medium,Low,46.5,25 checked / 5 cited,"WSHP is experiencing a momentum reversal after an unsustainable vertical climb. At $95, the 10% drop is a breakdown of the parabolic trend. Such high-priced, low-float stocks often experience 'cascading' sell-offs before finding buyers. The fundamental anchor is extremely weak relative to the market cap. Rebound probability is low as the 'hype' cycle cools. Limited sourcing regarding institutional support.",0.42,0.3,0.35,0.5,0.5,0.05,0,0.4,0.2,,,-0.0583339443648016,-0.0187383959799338,3820376.0096666655,-0.02040816326530612,0.02040816326530612,20260102
2025-12-31,THH,2025-12-31T09:15:41.554840,-15.36,-0.39,0.0,No,0.29,-0.26,High,Low,38.4,19 checked / 3 cited,"Sharp 15% decline on very low volume, characteristic of a liquidity trap or a single large seller exiting. No material news found. Without a catalyst, the 'non-fundamental' nature of the drop makes it a candidate for a technical reversal, but the lack of transparent sourcing and low float makes this high risk. LIMITED SOURCING available to verify long-term recovery potential.",0.32,0.2,0.25,0.3,0.4,0.1,0,0.45,0.15,,,-0.0158115437651623,0.0297812826873326,2016117.5750766664,-0.04,-0.04,20260102
2025-12-31,GLTO,2025-12-31T09:15:41.554840,-24.65,-0.47,0.0,No,-0.6,-0.67,Low,High,9.1,48 checked / 15 cited,"Galecto crashed 24% after disappointing clinical results or a pipeline reprioritization news. A 'Fresh Negative' fundamental shock is confirmed. Historically, such significant clinical misses require a long period of consolidation. While an oversold bounce is possible, the 'dead cat bounce' risk is high. PCR is high as the primary driver is a company-specific release. Rebound likelihood is tempered by the gravity of the data miss.",0.8,0.95,0.6,0.9,0.95,0.0,1,0.15,0.7,,,-0.0258317216247345,-0.0220774480222185,3192968.115666667,0.10647010647010652,-0.04,20260102
2025-12-31,SMX,2025-12-31T09:15:41.554840,-39.43,-1.03,0.0,No,-0.6,-0.79,Medium,Medium,2.6,55 checked / 14 cited,"Massive 39% plunge follows dilutive financing and the conversion of preferred shares into common stock. This 'fresh negative' fundamental shock creates significant overhead supply. The company’s history of dilution and weak balance sheet make a meaningful 1-5 day rebound unlikely, as the market must absorb the new float. Limited sourcing on future catalysts. Avoidance is favored over a rebound play here.",0.9,0.92,0.55,0.85,0.9,0.0,1,0.1,0.6,,,-0.0360625417946867,0.0765666560514205,192175937.61766663,-0.04,-0.04,20260102
2026-01-02,QXO,2026-01-02T10:46:07.075648,-8.06,0.85,0.0,No,0.43,-0.19,Low,High,90.7,52 checked / 14 cited,"The drop stems from cooling momentum and a technical pullback after a significant multi-month rally led by management change sentiment. Rebound Case: The leadership of Brad Jacobs provides a strong fundamental anchor and institutional confidence. The current price represents a mean-reversion opportunity as the stock approaches support levels, with liquidity remains high for a quick recovery.",0.87,0.85,0.7,0.6,0.8,0.05,0,0.45,0.4,,,-0.1290040622897522,0.1495143318600854,132856226.78700002,-0.04,0.13825109916951647,20260105
2026-01-02,TAYD,2026-01-02T10:46:07.075648,-7.18,0.65,0.0,No,0.4,-0.51,Medium,Medium,82.3,48 checked / 9 cited,"The decline followed an earnings update that showed moderate margin pressure despite robust revenue. Rebound Case: The company maintains a strong balance sheet and niche market dominance in structural damping. Historically, TAYD exhibits quick recovery post-earnings dips as value investors step in. Limited sourcing on community sentiment suggests the move was driven primarily by institutional repositioning.",0.8,0.9,0.6,0.75,0.85,0.1,0,0.35,0.3,,,0.0025739391821851,-0.1399878461189921,510653.27333333343,-0.04,0.03923076923076919,20260105
2026-01-02,NUTX,2026-01-02T10:46:07.075648,-9.19,0.35,0.0,No,0.22,-0.49,High,Low,66.4,45 checked / 7 cited,"The slide is part of a broader correction in high-volatility healthcare services. Rebound Case: NUTX often experiences sharp reversals after 8-10% intraday drops due to high retail participation and technical support levels. However, lack of fresh positive catalysts suggests any rebound may be short-lived. Limited sourcing on fundamental shifts implies the move is primarily liquidity-driven.",0.75,0.6,0.45,0.4,0.5,0.0,0,0.25,0.25,,,-0.0354004802029174,0.0060876596122223,31729534.33333333,-0.04,0.13677358106733564,20260105
2026-01-02,NGNE,2026-01-02T10:46:07.075648,-7.29,0.17,0.0,No,0.27,-0.57,Low,Medium,57.7,44 checked / 8 cited,"The decline reflects a routine pullback following recent gains in gene therapy stocks. Rebound Case: Neurogene's pipeline updates remain the primary catalyst. Without fresh negative clinical data, the stock should find support near the $20 mark. However, the lack of immediate catalysts (Limited sourcing) limits the probability of a significant 5-day surge.",0.73,0.7,0.55,0.45,0.6,0.0,0,0.3,0.25,,,-0.0298513718196723,-0.0821751703632767,3839202.812,0.09077454366058213,-0.04,20260105
2026-01-02,CORT,2026-01-02T10:46:07.075648,-10.52,0.13,0.0,No,-0.6,-0.81,Medium,High,22.8,60 checked / 18 cited,"The drop was triggered by a legal setback in the Korlym patent litigation against Teva Pharmaceuticals. Rebound Case: While the legal news is a negative fundamental shock (FRESH_NEG), Corcept's existing revenue stream remains stable in the near term. The 10% drop likely overprices the immediate impact of generic entry, offering a short-term bounce as the market digests the full legal timeline.",1.0,0.95,0.85,0.9,0.95,0.15,1,0.2,0.6,,,-0.0514137636353057,0.0897970964850991,105169623.86983338,0.08363922391190345,-0.04,20260105
2026-01-02,APLM,2026-01-02T10:46:07.075648,-11.02,0.09,0.0,No,0.15,-0.67,Medium,Medium,47.8,41 checked / 6 cited,"General biotech sector weakness combined with low-volume selling pressure. Rebound Case: APLM is susceptible to wide swings on minimal news. The 11% drop lacks a confirmed fundamental driver in SEC filings (Limited sourcing), suggesting it may be an idiosyncratic liquidity event. A partial recovery is likely if broader biotech sentiment improves over the next 5 days.",0.68,0.5,0.4,0.3,0.45,0.05,0,0.2,0.2,,,-0.0212612348466321,-0.1427381180873952,522154.5551666666,0.039939332659251904,-0.04,20260105
2026-01-02,ASPC,2026-01-02T10:46:07.075648,-22.33,0.07,0.0,No,0.17,-0.8,High,Low,45.2,32 checked / 4 cited,"The sharp drop is indicative of SPAC redemption volatility or a failed deal rumor. Rebound Case: SPACs trading well above NAV often see violent corrections. A rebound depends on the clarification of merger terms. Current lack of primary source filings for the drop (Limited sourcing) suggests a panic exit by a large holder, which could stabilize quickly.",0.53,0.4,0.3,0.5,0.4,0.0,0,0.15,0.15,,,-0.010006238626941,-0.0257302049519396,14894736.713864,0.12403895438236809,-0.04,20260105
2026-01-02,FBYD,2026-01-02T10:46:07.075648,-9.03,-0.17,0.0,No,0.1,-0.86,High,Low,29.5,38 checked / 5 cited,"The stock dropped to its lowest level since August, testing the $15.00 psychological support. Rebound Case: The price sits right at the universe constraint threshold (Price filter noted); if support holds, a technical bounce is possible. However, ongoing concerns regarding the company's long-term capital needs and low float create high uncertainty. Limited sourcing suggests low institutional interest at this level.",0.63,0.55,0.4,0.35,0.5,0.1,0,0.1,0.2,,,-0.0228931247812379,0.0001712370432498,3402591.245,-0.04,-0.024113475177304954,20260105
2026-01-02,AFJK,2026-01-02T10:46:07.075648,-39.12,-0.79,0.0,No,-0.98,-1.0,High,Low,2.3,30 checked / 3 cited,"The massive drop is characteristic of a 'low-float rug pull' or the expiration of a price-support mechanism following a speculative surge. Rebound Case: Rebounds in these scenarios are purely technical and often fail to regain 20% of the loss. With FRESH_NEG fundamentals regarding price stability and Limited sourcing on actual business news, the outlook is bearish.",0.5,0.3,0.2,0.8,0.3,0.05,1,-0.4,0.1,,,0.0497886833108385,-0.054612619426713,29343767.81810666,-0.04,0.07230538922155687,20260105
2026-01-02,SMX,2026-01-02T10:46:07.075648,-62.61,-1.5,0.0,No,-1.09,-1.0,Medium,High,0.4,55 checked / 12 cited,"The 62% crash followed a 1-for-75 reverse stock split, leading to massive technical liquidation and dilution fears. Rebound Case: Post-split crashes are often fundamental re-ratings of struggling micro-caps. While extremely oversold, the FRESH_NEG status of the corporate action and primary confirmation of the split suggest a permanent loss of value rather than a rebound opportunity. Limited sourcing on future catalysts.",0.92,0.95,0.65,0.95,0.9,0.2,1,-0.8,0.5,,,-0.0244106366914338,0.1392120498789791,197554124.01933336,0.14208456243854478,-0.04,20260105
2026-01-05,KVYO,2026-01-05T11:38:59.700097,-9.84,1.0,0.0,No,0.56,0.25,Low,High,95.8,58 checked / 12 cited,"The 9.8% decline follows conservative forward guidance despite an earnings and revenue beat in the recent quarter. OSINT indicates institutional accumulation during the dip and a consensus analyst view that the platform's expansion into SMS and international markets remains intact. This is a classic fundamental overreaction. A 1-5 day rebound is likely as technical support holds near the $28.50 level. Limited sourcing observed in community channels, but high professional coverage.",0.97,0.85,0.72,0.65,0.88,0.05,0,0.62,0.45,,,-0.0945255383791873,0.0867439214773392,68661103.90413792,-0.0013793103448275568,0.0013793103448275568,20260106
